GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,SEASON_ID,GAME_DATE,MATCHUP,WL,PTS
0021700870,1610612741,Bulls,CHI,Chicago,240:00,107.9,111.7,115.5,114.9,-7.7,-3.2,0.614,1.93,18.7,0.315,0.833,0.559,13.133,13.6,0.546,0.555,1.0,0.196,103.5,102.0,85.0,103,0.467,22017,2018-02-22,CHI vs. PHI,L,115
0021700870,1610612755,76ers,PHI,Philadelphia,240:00,115.5,114.9,107.9,111.7,7.7,3.2,0.595,2.27,18.7,0.167,0.685,0.441,10.956,10.9,0.579,0.595,1.0,0.197,103.5,102.0,85.0,101,0.533,22017,2018-02-22,PHI @ CHI,W,116
0021700871,1610612760,Thunder,OKC,Oklahoma City,240:00,112.8,114.6,110.8,112.6,2.0,2.0,0.684,2.36,19.5,0.286,0.765,0.53,11.275,11.5,0.523,0.57,1.0,0.201,97.08,95.5,79.58,96,0.538,22017,2018-02-22,OKC @ SAC,W,110
0021700871,1610612758,Kings,SAC,Sacramento,240:00,110.8,112.6,112.8,114.6,-2.0,-2.0,0.548,2.56,17.7,0.235,0.714,0.47,9.317,9.5,0.527,0.548,1.0,0.199,97.08,95.5,79.58,95,0.462,22017,2018-02-22,SAC vs. OKC,L,107
0021700872,1610612746,Clippers,LAC,LA,240:00,115.5,121.0,130.1,126.4,-14.7,-5.5,0.727,2.13,21.3,0.326,0.879,0.557,13.641,14.3,0.563,0.617,1.0,0.2,106.46,105.5,87.92,105,0.471,22017,2018-02-22,LAC @ GSW,L,127
0021700872,1610612744,Warriors,GSW,Golden State,240:00,130.1,126.4,115.5,121.0,14.7,5.5,0.66,2.07,22.6,0.121,0.674,0.443,14.569,14.2,0.711,0.737,1.0,0.202,106.46,105.5,87.92,106,0.529,22017,2018-02-22,GSW vs. LAC,W,134
0021700873,1610612765,Pistons,DET,Detroit,240:00,102.9,103.2,117.1,114.6,-14.2,-11.4,0.432,1.23,13.0,0.275,0.766,0.51,13.65,13.7,0.494,0.52,1.0,0.201,94.58,95.5,79.58,95,0.414,22017,2018-02-23,DET vs. BOS,L,98
0021700873,1610612738,Celtics,BOS,Boston,240:00,117.1,114.6,102.9,103.2,14.2,11.4,0.732,2.73,22.4,0.234,0.725,0.49,11.712,11.5,0.582,0.592,1.0,0.2,94.58,95.5,79.58,96,0.586,22017,2018-02-23,BOS @ DET,W,110
0021700874,1610612737,Hawks,ATL,Atlanta,240:00,87.4,88.6,106.7,109.4,-19.3,-20.9,0.378,0.64,11.1,0.16,0.636,0.41,20.684,21.0,0.494,0.515,1.0,0.199,107.54,105.5,87.92,105,0.339,22017,2018-02-23,ATL @ IND,L,93
0021700874,1610612754,Pacers,IND,Indiana,240:00,106.7,109.4,87.4,88.6,19.3,20.9,0.625,1.76,19.5,0.364,0.84,0.59,15.636,16.0,0.52,0.543,1.0,0.199,107.54,105.5,87.92,106,0.661,22017,2018-02-23,IND vs. ATL,W,116
0021700875,1610612766,Hornets,CHA,Charlotte,240:00,128.7,129.8,108.8,111.7,19.9,18.1,0.591,2.89,19.4,0.292,0.78,0.517,9.494,9.6,0.583,0.617,1.0,0.195,95.64,94.0,78.33,94,0.566,22017,2018-02-23,CHA @ WAS,W,122
0021700875,1610612764,Wizards,WAS,Washington,240:00,108.8,111.7,128.7,129.8,-19.9,-18.1,0.625,1.79,19.6,0.22,0.708,0.483,14.511,14.9,0.549,0.593,1.0,0.197,95.64,94.0,78.33,94,0.434,22017,2018-02-23,WAS vs. CHA,L,105
0021700976,1610612759,Spurs,SAS,San Antonio,240:00,102.0,107.0,106.7,108.9,-4.7,-1.9,0.674,2.42,20.2,0.283,0.696,0.495,11.437,12.0,0.484,0.52,1.0,0.198,104.02,100.5,83.75,100,0.47,22017,2018-03-08,SAS @ GSW,L,107
0021700976,1610612744,Warriors,GSW,Golden State,240:00,106.7,108.9,102.0,107.0,4.7,1.9,0.732,3.0,20.7,0.304,0.717,0.505,9.697,9.9,0.474,0.523,1.0,0.2,104.02,100.5,83.75,101,0.53,22017,2018-03-08,GSW vs. SAS,W,110
0021700977,1610612741,Bulls,CHI,Chicago,240:00,81.9,88.3,105.4,104.2,-23.6,-15.9,0.576,1.36,14.6,0.311,0.733,0.491,13.807,14.9,0.403,0.426,1.0,0.197,97.66,94.5,78.75,94,0.35,22017,2018-03-09,CHI @ DET,L,83
0021700977,1610612765,Pistons,DET,Detroit,240:00,105.4,104.2,81.9,88.3,23.6,15.9,0.579,1.38,17.3,0.267,0.689,0.509,17.036,16.8,0.525,0.557,1.0,0.198,97.66,94.5,78.75,95,0.65,22017,2018-03-09,DET vs. CHI,W,99
0021700978,1610612754,Pacers,IND,Indiana,240:00,109.4,113.1,87.5,89.7,21.8,23.4,0.467,1.31,15.9,0.326,0.816,0.579,15.625,16.2,0.571,0.587,1.0,0.199,100.9,98.0,81.67,99,0.604,22017,2018-03-09,IND vs. ATL,W,112
0021700978,1610612737,Hawks,ATL,Atlanta,240:00,87.5,89.7,109.4,113.1,-21.8,-23.4,0.618,1.11,16.6,0.184,0.674,0.421,19.115,19.6,0.476,0.503,1.0,0.197,100.9,98.0,81.67,97,0.396,22017,2018-03-09,ATL @ IND,L,87
0021700979,1610612745,Rockets,HOU,Houston,240:00,107.0,109.4,112.3,111.3,-5.3,-2.0,0.375,1.07,12.5,0.244,0.667,0.456,14.268,14.6,0.549,0.576,1.0,0.198,97.14,96.5,80.42,96,0.494,22017,2018-03-09,HOU @ TOR,L,105
0021700979,1610612761,Raptors,TOR,Toronto,240:00,112.3,111.3,107.0,109.4,5.3,2.0,0.537,1.29,16.9,0.333,0.756,0.544,17.679,17.5,0.571,0.592,1.0,0.198,97.14,96.5,80.42,97,0.506,22017,2018-03-09,TOR vs. HOU,W,108
0021700980,1610612762,Jazz,UTA,Utah,240:00,99.3,101.1,82.8,82.1,16.5,19.0,0.788,1.3,20.0,0.262,0.778,0.552,20.903,21.3,0.534,0.568,1.0,0.195,94.92,94.5,78.75,94,0.696,22017,2018-03-09,UTA @ MEM,W,95
0021700980,1610612763,Grizzlies,MEM,Memphis,240:00,82.8,82.1,99.3,101.1,-16.5,-19.0,0.516,1.07,13.3,0.222,0.738,0.448,15.93,15.8,0.41,0.437,1.0,0.2,94.92,94.5,78.75,95,0.304,22017,2018-03-09,MEM vs. UTA,L,78
0021700981,1610612752,Knicks,NYK,New York,240:00,107.5,109.8,118.6,118.8,-11.1,-9.0,0.511,2.18,17.2,0.25,0.784,0.472,10.561,10.8,0.515,0.538,1.0,0.196,102.66,101.5,84.58,102,0.41,22017,2018-03-09,NYK @ MIL,L,112
0021700981,1610612749,Bucks,MIL,Milwaukee,240:00,118.6,118.8,107.5,109.8,11.1,9.0,0.707,1.71,21.3,0.216,0.75,0.528,16.805,16.8,0.616,0.665,1.0,0.194,102.66,101.5,84.58,101,0.59,22017,2018-03-09,MIL vs. NYK,W,120
0021700982,1610612764,Wizards,WAS,Washington,240:00,108.6,111.5,94.2,94.2,14.4,17.4,0.739,2.83,22.5,0.283,0.911,0.571,11.236,11.5,0.526,0.553,1.0,0.197,104.86,103.5,86.25,104,0.591,22017,2018-03-09,WAS @ NOP,W,116
0021700982,1610612740,Pelicans,NOP,New Orleans,240:00,94.2,94.2,108.6,111.5,-14.4,-17.4,0.605,1.53,18.0,0.089,0.717,0.429,14.574,14.6,0.5,0.539,1.0,0.2,104.86,103.5,86.25,103,0.409,22017,2018-03-09,NOP vs. WAS,L,97
0021700983,1610612743,Nuggets,DEN,Denver,240:00,123.5,126.3,112.6,117.2,10.9,9.1,0.714,2.5,21.7,0.209,0.64,0.441,11.858,12.1,0.596,0.65,1.0,0.196,102.12,99.0,82.5,99,0.56,22017,2018-03-09,DEN vs. LAL,W,125
0021700983,1610612747,Lakers,LAL,Los Angeles,240:00,112.6,117.2,123.5,126.3,-10.9,-9.1,0.556,1.56,17.9,0.36,0.791,0.559,15.528,16.2,0.565,0.586,1.0,0.198,102.12,99.0,82.5,99,0.44,22017,2018-03-09,LAL @ DEN,L,116
0021700984,1610612757,Trail Blazers,POR,Portland,240:00,127.7,131.6,114.2,113.7,13.5,17.9,0.477,1.91,15.8,0.383,0.767,0.567,11.238,11.6,0.584,0.62,1.0,0.197,96.22,95.0,79.17,95,0.556,22017,2018-03-09,POR vs. GSW,W,125
0021700984,1610612744,Warriors,GSW,Golden State,240:00,114.2,113.7,127.7,131.6,-13.5,-17.9,0.526,1.67,16.6,0.233,0.617,0.433,12.69,12.6,0.564,0.61,1.0,0.199,96.22,95.0,79.17,95,0.444,22017,2018-03-09,GSW @ POR,L,108
0021700985,1610612758,Kings,SAC,Sacramento,240:00,99.4,100.0,93.6,94.6,5.8,5.4,0.667,1.33,18.2,0.319,0.872,0.596,19.027,19.1,0.488,0.525,1.0,0.195,94.32,93.5,77.92,94,0.552,22017,2018-03-09,SAC vs. ORL,W,94
0021700985,1610612753,Magic,ORL,Orlando,240:00,93.6,94.6,99.4,100.0,-5.8,-5.4,0.515,1.21,14.7,0.128,0.681,0.404,14.887,15.1,0.481,0.517,1.0,0.198,94.32,93.5,77.92,93,0.448,22017,2018-03-09,ORL @ SAC,L,88
0021700986,1610612746,Clippers,LAC,LA,240:00,112.4,117.2,102.1,102.0,10.3,15.2,0.581,1.79,17.7,0.346,0.82,0.578,13.566,14.1,0.545,0.568,1.0,0.198,101.56,99.5,82.92,99,0.577,22017,2018-03-09,LAC vs. CLE,W,116
0021700986,1610612739,Cavaliers,CLE,Cleveland,240:00,102.1,102.0,112.4,117.2,-10.3,-15.2,0.564,1.69,16.9,0.18,0.654,0.422,13.01,13.0,0.517,0.537,1.0,0.196,101.56,99.5,82.92,100,0.423,22017,2018-03-09,CLE @ LAC,L,102
0021700987,1610612766,Hornets,CHA,Charlotte,240:00,117.4,119.6,113.5,116.2,4.0,3.4,0.545,2.0,17.8,0.289,0.822,0.556,11.552,11.8,0.58,0.617,1.0,0.2,102.62,100.5,83.75,102,0.546,22017,2018-03-10,CHA vs. PHX,W,122
0021700987,1610612756,Suns,PHX,Phoenix,240:00,113.5,116.2,117.4,119.6,-4.0,-3.4,0.643,1.8,20.2,0.178,0.711,0.444,14.799,15.2,0.614,0.629,1.0,0.199,102.62,100.5,83.75,99,0.454,22017,2018-03-10,PHX @ CHA,L,115
0021700988,1610612764,Wizards,WAS,Washington,240:00,103.1,102.0,126.2,127.7,-23.1,-25.7,0.647,1.47,17.1,0.174,0.825,0.477,15.158,15.0,0.487,0.555,1.0,0.2,100.6,100.5,83.75,100,0.381,22017,2018-03-10,WAS @ MIA,L,102
0021700988,1610612748,Heat,MIA,Miami,240:00,126.2,127.7,103.1,102.0,23.1,25.7,0.519,2.7,20.1,0.175,0.826,0.523,9.781,9.9,0.648,0.663,1.0,0.196,100.6,100.5,83.75,101,0.619,22017,2018-03-10,MIA vs. WAS,W,129
0021700989,1610612763,Grizzlies,MEM,Memphis,240:00,82.9,82.5,120.8,120.0,-37.8,-37.5,0.633,1.36,15.3,0.196,0.767,0.444,14.511,14.4,0.399,0.437,1.0,0.199,95.44,96.0,80.0,97,0.278,22017,2018-03-10,MEM @ DAL,L,80
0021700989,1610612742,Mavericks,DAL,Dallas,240:00,120.8,120.0,82.9,82.5,37.8,37.5,0.568,1.91,16.9,0.233,0.804,0.556,11.653,11.6,0.545,0.617,1.0,0.201,95.44,96.0,80.0,95,0.722,22017,2018-03-10,DAL vs. MEM,W,114
0021700990,1610612760,Thunder,OKC,Oklahoma City,240:00,104.5,105.1,95.8,94.0,8.6,11.1,0.615,1.6,17.8,0.269,0.854,0.55,15.066,15.2,0.518,0.544,1.0,0.201,98.82,99.5,82.92,99,0.55,22017,2018-03-10,OKC vs. SAS,W,104
0021700990,1610612759,Spurs,SAS,San Antonio,240:00,95.8,94.0,104.5,105.1,-8.6,-11.1,0.65,1.73,20.0,0.146,0.731,0.45,15.294,15.0,0.523,0.528,1.0,0.198,98.82,99.5,82.92,100,0.45,22017,2018-03-10,SAS @ OKC,L,94
0021700991,1610612753,Magic,ORL,Orlando,240:00,103.1,107.1,116.1,114.1,-13.0,-7.0,0.526,1.33,15.3,0.25,0.75,0.477,14.723,15.3,0.5,0.548,1.0,0.195,99.6,98.5,82.08,98,0.442,22017,2018-03-10,ORL @ LAC,L,105
0021700991,1610612746,Clippers,LAC,LA,240:00,116.1,114.1,103.1,107.1,13.0,7.0,0.415,1.13,13.9,0.25,0.75,0.523,15.413,15.2,0.571,0.626,1.0,0.201,99.6,98.5,82.08,99,0.558,22017,2018-03-10,LAC vs. ORL,W,113
0021700992,1610612752,Knicks,NYK,New York,240:00,105.4,105.0,130.7,130.7,-25.3,-25.7,0.525,2.1,16.2,0.2,0.66,0.423,9.944,9.9,0.494,0.538,1.0,0.201,100.78,101.0,84.17,101,0.393,22017,2018-03-11,NYK vs. TOR,L,106
0021700992,1610612761,Raptors,TOR,Toronto,240:00,130.7,130.7,105.4,105.0,25.3,25.7,0.681,2.91,21.8,0.34,0.8,0.577,10.891,10.9,0.591,0.635,1.0,0.2,100.78,101.0,84.17,101,0.607,22017,2018-03-11,TOR @ NYK,W,132
0021700993,1610612741,Bulls,CHI,Chicago,240:00,131.2,127.7,118.8,122.0,12.3,5.7,0.646,6.2,21.8,0.269,0.837,0.526,5.083,5.0,0.577,0.606,1.0,0.201,100.52,100.5,83.75,101,0.511,22017,2018-03-11,CHI @ ATL,W,129
0021700993,1610612737,Hawks,ATL,Atlanta,240:00,118.8,122.0,131.2,127.7,-12.3,-5.7,0.762,2.0,22.9,0.163,0.731,0.474,15.582,16.0,0.628,0.665,1.0,0.195,100.52,100.5,83.75,100,0.489,22017,2018-03-11,ATL vs. CHI,L,122
0021700994,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,107.7,110.1,101.7,103.0,5.9,7.1,0.614,2.7,19.1,0.278,0.696,0.491,9.878,10.1,0.495,0.523,1.0,0.196,101.24,99.5,82.92,99,0.534,22017,2018-03-11,MIN vs. GSW,W,109
0021700994,1610612744,Warriors,GSW,Golden State,240.000000:00,101.7,103.0,107.7,110.1,-5.9,-7.1,0.595,1.69,16.3,0.304,0.722,0.509,12.841,13.0,0.462,0.514,1.0,0.201,101.24,99.5,82.92,100,0.466,22017,2018-03-11,GSW @ MIN,L,103
0021700995,1610612762,Jazz,UTA,Utah,240:00,108.4,114.9,97.3,98.0,11.1,16.8,0.6,1.41,16.2,0.429,0.769,0.593,15.888,16.8,0.479,0.542,1.0,0.195,104.36,101.0,84.17,101,0.544,22017,2018-03-11,UTA @ NOP,W,116
0021700995,1610612740,Pelicans,NOP,New Orleans,240:00,97.3,98.0,108.4,114.9,-11.1,-16.8,0.683,2.15,20.0,0.231,0.571,0.407,12.78,12.9,0.473,0.501,1.0,0.199,104.36,101.0,84.17,101,0.456,22017,2018-03-11,NOP vs. UTA,L,99
0021700996,1610612743,Nuggets,DEN,Denver,240:00,132.3,132.7,105.6,106.1,26.7,26.5,0.76,4.75,26.3,0.209,0.818,0.551,8.143,8.2,0.646,0.662,1.0,0.198,98.34,98.0,81.67,98,0.637,22017,2018-03-11,DEN vs. SAC,W,130
0021700996,1610612758,Kings,SAC,Sacramento,240:00,105.6,106.1,132.3,132.7,-26.7,-26.5,0.641,8.33,19.2,0.182,0.791,0.449,3.048,3.1,0.462,0.508,1.0,0.201,98.34,98.0,81.67,98,0.363,22017,2018-03-11,SAC @ DEN,L,104
0021700997,1610612745,Rockets,HOU,Houston,240:00,110.3,111.7,86.4,86.3,24.0,25.4,0.538,1.91,17.2,0.174,0.656,0.449,11.559,11.7,0.565,0.582,1.0,0.2,95.04,94.5,78.75,94,0.596,22017,2018-03-11,HOU @ DAL,W,105
0021700997,1610612742,Mavericks,DAL,Dallas,240:00,86.4,86.3,110.3,111.7,-24.0,-25.4,0.818,2.7,19.4,0.344,0.826,0.551,10.535,10.5,0.378,0.402,1.0,0.202,95.04,94.5,78.75,95,0.404,22017,2018-03-11,DAL vs. HOU,L,82
0021700998,1610612754,Pacers,IND,Indiana,240:00,101.6,105.3,100.8,102.1,0.9,3.2,0.667,1.44,20.1,0.233,0.708,0.484,18.48,19.1,0.556,0.58,1.0,0.199,96.82,94.5,78.75,94,0.5,22017,2018-03-11,IND @ BOS,W,99
0021700998,1610612738,Celtics,BOS,Boston,240:00,100.8,102.1,101.6,105.3,-0.9,-3.2,0.765,1.63,19.7,0.292,0.767,0.516,16.625,16.8,0.494,0.537,1.0,0.2,96.82,94.5,78.75,95,0.5,22017,2018-03-11,BOS vs. IND,L,97
0021700999,1610612755,76ers,PHI,Philadelphia,240:00,118.9,120.0,96.5,98.0,22.4,22.0,0.66,3.3,22.6,0.32,0.704,0.519,9.909,10.0,0.574,0.583,1.0,0.198,100.74,99.5,82.92,100,0.666,22017,2018-03-11,PHI @ BKN,W,120
0021700999,1610612751,Nets,BKN,Brooklyn,240:00,96.5,98.0,118.9,120.0,-22.4,-22.0,0.515,0.94,13.0,0.296,0.68,0.481,17.9,18.2,0.447,0.508,1.0,0.201,100.74,99.5,82.92,99,0.334,22017,2018-03-11,BKN vs. PHI,L,97
0021701000,1610612747,Lakers,LAL,Los Angeles,240:00,122.4,122.1,109.6,109.7,12.8,12.4,0.625,2.31,20.3,0.347,0.813,0.577,12.524,12.5,0.568,0.606,1.0,0.2,103.46,103.5,86.25,104,0.58,22017,2018-03-11,LAL vs. CLE,W,127
0021701000,1610612739,Cavaliers,CLE,Cleveland,240:00,109.6,109.7,122.4,122.1,-12.8,-12.4,0.537,1.83,16.7,0.188,0.653,0.423,11.637,11.7,0.534,0.576,1.0,0.202,103.46,103.5,86.25,103,0.42,22017,2018-03-11,CLE @ LAL,L,113
0021701101,1610612737,Hawks,ATL,Atlanta,240:00,100.2,99.0,117.0,119.2,-16.9,-20.2,0.462,1.38,14.5,0.163,0.83,0.49,13.153,13.0,0.506,0.533,1.0,0.2,99.84,99.5,82.92,100,0.41,22017,2018-03-25,ATL @ HOU,L,99
0021701101,1610612745,Rockets,HOU,Houston,240:00,117.0,119.2,100.2,99.0,16.9,20.2,0.636,2.33,20.8,0.17,0.837,0.51,11.9,12.1,0.6,0.622,1.0,0.198,99.84,99.5,82.92,99,0.59,22017,2018-03-25,HOU vs. ATL,W,118
0021701102,1610612762,Jazz,UTA,Utah,240:00,112.3,118.3,98.5,98.9,13.9,19.4,0.643,1.93,19.9,0.362,0.722,0.554,14.297,15.1,0.552,0.579,1.0,0.196,95.16,92.5,77.08,93,0.586,22017,2018-03-25,UTA @ GSW,W,110
0021701102,1610612744,Warriors,GSW,Golden State,240:00,98.5,98.9,112.3,118.3,-13.9,-19.4,0.632,2.18,18.4,0.278,0.638,0.446,11.905,12.0,0.451,0.477,1.0,0.199,95.16,92.5,77.08,92,0.414,22017,2018-03-25,GSW vs. UTA,L,91
0021701103,1610612766,Hornets,CHA,Charlotte,265.000000:00,125.3,129.2,116.5,120.8,8.8,8.5,0.49,1.67,17.2,0.311,0.686,0.51,13.721,14.2,0.608,0.65,1.0,0.194,99.24,96.0,80.0,106,0.557,22017,2018-03-26,CHA vs. NYK,W,137
0021701103,1610612752,Knicks,NYK,New York,265.000000:00,116.5,120.8,125.3,129.2,-8.8,-8.5,0.463,2.27,17.1,0.314,0.689,0.49,10.015,10.4,0.557,0.583,1.0,0.195,99.24,96.0,80.0,106,0.443,22017,2018-03-26,NYK @ CHA,L,128
0021701104,1610612747,Lakers,LAL,Los Angeles,240:00,106.0,105.0,108.1,110.9,-2.1,-5.9,0.725,2.9,21.5,0.128,0.741,0.467,10.0,9.9,0.506,0.552,1.0,0.198,101.8,101.0,84.17,101,0.54,22017,2018-03-26,LAL @ DET,L,106
0021701104,1610612765,Pistons,DET,Detroit,240:00,108.1,110.9,106.0,105.0,2.1,5.9,0.477,3.0,15.6,0.259,0.872,0.533,6.757,6.9,0.505,0.525,1.0,0.201,101.8,101.0,84.17,101,0.46,22017,2018-03-26,DET vs. LAL,W,112
0021701105,1610612743,Nuggets,DEN,Denver,240:00,97.2,100.0,116.0,119.4,-18.8,-19.4,0.75,1.59,18.9,0.273,0.638,0.441,15.894,16.3,0.494,0.525,1.0,0.197,106.48,103.5,86.25,104,0.404,22017,2018-03-26,DEN @ PHI,L,104
0021701105,1610612755,76ers,PHI,Philadelphia,240:00,116.0,119.4,97.2,100.0,18.8,19.4,0.761,1.94,22.6,0.362,0.727,0.559,16.981,17.5,0.577,0.603,1.0,0.197,106.48,103.5,86.25,103,0.596,22017,2018-03-26,PHI vs. DEN,W,123
0021701106,1610612763,Grizzlies,MEM,Memphis,240:00,106.4,111.0,94.4,103.3,12.0,7.7,0.625,1.79,19.7,0.311,0.673,0.5,14.743,15.4,0.565,0.574,1.0,0.198,96.76,90.5,75.42,91,0.525,22017,2018-03-26,MEM @ MIN,W,101
0021701106,1610612750,Timberwolves,MIN,Minnesota,240:00,94.4,103.3,106.4,111.0,-12.0,-7.7,0.636,1.31,16.6,0.327,0.689,0.5,16.234,17.8,0.468,0.519,1.0,0.195,96.76,90.5,75.42,90,0.475,22017,2018-03-26,MIN vs. MEM,L,93
0021701107,1610612738,Celtics,BOS,Boston,240:00,107.2,108.5,98.6,101.1,8.6,7.4,0.649,2.0,18.6,0.26,0.72,0.49,12.61,12.8,0.506,0.547,1.0,0.2,95.26,93.5,77.92,94,0.56,22017,2018-03-26,BOS @ PHX,W,102
0021701107,1610612756,Suns,PHX,Phoenix,240:00,98.6,101.1,107.2,108.5,-8.6,-7.4,0.5,1.06,14.5,0.28,0.74,0.51,17.827,18.3,0.519,0.526,1.0,0.196,95.26,93.5,77.92,93,0.44,22017,2018-03-26,PHX vs. BOS,L,94
0021701108,1610612759,Spurs,SAS,San Antonio,240:00,106.5,109.3,117.3,118.4,-10.8,-9.1,0.744,3.63,20.9,0.255,0.69,0.443,8.039,8.2,0.506,0.522,1.0,0.199,99.22,97.5,81.25,97,0.432,22017,2018-03-27,SAS @ WAS,L,106
0021701108,1610612764,Wizards,WAS,Washington,240:00,117.3,118.4,106.5,109.3,10.8,9.1,0.717,2.06,23.3,0.31,0.745,0.557,16.175,16.3,0.6,0.624,1.0,0.198,99.22,97.5,81.25,98,0.568,22017,2018-03-27,WAS vs. SAS,W,116
0021701109,1610612761,Raptors,TOR,Toronto,240:00,118.8,120.0,112.1,118.3,6.7,1.7,0.702,3.67,23.9,0.283,0.66,0.473,9.379,9.5,0.582,0.594,1.0,0.198,97.06,94.0,78.33,95,0.537,22017,2018-03-27,TOR vs. DEN,W,114
0021701109,1610612743,Nuggets,DEN,Denver,240:00,112.1,118.3,118.8,120.0,-6.7,-1.7,0.619,2.0,19.4,0.34,0.717,0.527,13.244,14.0,0.545,0.578,1.0,0.196,97.06,94.0,78.33,93,0.463,22017,2018-03-27,DEN @ TOR,L,110
0021701110,1610612739,Cavaliers,CLE,Cleveland,240:00,82.0,84.9,104.5,107.7,-22.5,-22.7,0.484,1.0,12.2,0.328,0.727,0.5,15.567,16.1,0.388,0.423,1.0,0.197,95.08,92.0,76.67,93,0.322,22017,2018-03-27,CLE @ MIA,L,79
0021701110,1610612748,Heat,MIA,Miami,240:00,104.5,107.7,82.0,84.9,22.5,22.7,0.649,1.5,18.9,0.273,0.672,0.5,17.058,17.6,0.532,0.565,1.0,0.196,95.08,92.0,76.67,91,0.678,22017,2018-03-27,MIA vs. CLE,W,98
0021701111,1610612745,Rockets,HOU,Houston,240:00,114.3,116.8,83.9,86.0,30.4,30.8,0.683,2.8,20.0,0.241,0.707,0.482,9.686,9.9,0.538,0.577,1.0,0.198,102.86,100.5,83.75,101,0.689,22017,2018-03-27,HOU vs. CHI,W,118
0021701111,1610612741,Bulls,CHI,Chicago,240:00,83.9,86.0,114.3,116.8,-30.4,-30.8,0.5,0.89,12.8,0.293,0.759,0.518,18.54,19.0,0.427,0.446,1.0,0.197,102.86,100.5,83.75,100,0.311,22017,2018-03-27,CHI @ HOU,L,86
0021701112,1610612757,Trail Blazers,POR,Portland,240:00,104.5,105.9,97.9,100.0,6.5,5.9,0.455,2.0,14.3,0.29,0.667,0.46,9.766,9.9,0.467,0.489,1.0,0.199,103.78,102.0,85.0,101,0.475,22017,2018-03-27,POR @ NOP,W,107
0021701112,1610612740,Pelicans,NOP,New Orleans,240:00,97.9,100.0,104.5,105.9,-6.5,-5.9,0.651,1.75,19.4,0.333,0.71,0.54,15.215,15.5,0.479,0.514,1.0,0.2,103.78,102.0,85.0,103,0.525,22017,2018-03-27,NOP vs. POR,L,103
0021701113,1610612742,Mavericks,DAL,Dallas,240:00,103.0,105.1,95.7,99.0,7.3,6.1,0.694,1.92,19.4,0.191,0.737,0.49,13.0,13.3,0.538,0.566,1.0,0.196,100.68,98.0,81.67,98,0.552,22017,2018-03-27,DAL @ SAC,W,103
0021701113,1610612758,Kings,SAC,Sacramento,240:00,95.7,99.0,103.0,105.1,-7.3,-6.1,0.658,2.5,18.3,0.263,0.809,0.51,9.866,10.2,0.441,0.478,1.0,0.199,100.68,98.0,81.67,98,0.448,22017,2018-03-27,SAC vs. DAL,L,97
0021701114,1610612744,Warriors,GSW,Golden State,240:00,90.0,90.0,101.9,102.2,-11.9,-12.2,0.6,1.24,16.4,0.358,0.778,0.551,18.897,18.9,0.436,0.45,1.0,0.198,90.12,90.0,75.0,90,0.428,22017,2018-03-27,GSW vs. IND,L,81
0021701114,1610612754,Pacers,IND,Indiana,240:00,101.9,102.2,90.0,90.0,11.9,12.2,0.564,1.83,18.3,0.222,0.642,0.449,13.292,13.3,0.519,0.533,1.0,0.195,90.12,90.0,75.0,90,0.572,22017,2018-03-27,IND @ GSW,W,92
0021701115,1610612746,Clippers,LAC,LA,240:00,104.0,106.1,96.0,101.0,8.1,5.0,0.575,1.53,17.4,0.28,0.745,0.505,14.863,15.2,0.552,0.559,1.0,0.196,101.52,98.0,81.67,99,0.462,22017,2018-03-27,LAC vs. MIL,W,105
0021701115,1610612749,Bucks,MIL,Milwaukee,240:00,96.0,101.0,104.0,106.1,-8.1,-5.0,0.632,1.41,17.9,0.255,0.72,0.495,16.647,17.5,0.494,0.526,1.0,0.196,101.52,98.0,81.67,97,0.538,22017,2018-03-27,MIL @ LAC,L,98
0021701116,1610612739,Cavaliers,CLE,Cleveland,240:00,121.9,125.5,112.2,110.5,9.7,15.0,0.489,3.67,16.9,0.28,0.789,0.5,6.198,6.4,0.543,0.58,1.0,0.199,95.18,94.5,78.75,94,0.522,22017,2018-03-28,CLE @ CHA,W,118
0021701116,1610612766,Hornets,CHA,Charlotte,240:00,112.2,110.5,121.9,125.5,-9.7,-15.0,0.513,1.54,16.7,0.211,0.72,0.5,13.895,13.7,0.546,0.607,1.0,0.201,95.18,94.5,78.75,95,0.478,22017,2018-03-28,CHA vs. CLE,L,105
0021701117,1610612753,Magic,ORL,Orlando,240:00,106.1,110.6,117.2,118.1,-11.2,-7.4,0.625,2.5,18.7,0.296,0.729,0.5,10.2,10.6,0.495,0.525,1.0,0.196,96.36,94.0,78.33,94,0.443,22017,2018-03-28,ORL vs. BKN,L,104
0021701117,1610612751,Nets,BKN,Brooklyn,240:00,117.2,118.1,106.1,110.6,11.2,7.4,0.7,3.11,20.9,0.271,0.704,0.5,9.506,9.6,0.529,0.574,1.0,0.199,96.36,94.0,78.33,94,0.557,22017,2018-03-28,BKN @ ORL,W,111
